week,team,opponent,hypothetical rating,error
7,South Carolina,Kentucky,11.0,24.39
6,South Carolina,South Carolina State,11.0,12.42
9,South Carolina,Texas A&M,11.0,9.29
3,South Carolina,Arkansas,11.0,13.65
4,South Carolina,Georgia,11.0,121.57
10,South Carolina,Missouri,11.0,40.64
5,South Carolina,Charlotte,12.0,51.4
2,South Carolina,Georgia State,12.0,11.51
7,South Carolina,Kentucky,12.0,20.39
6,South Carolina,South Carolina State,12.0,9.94
9,South Carolina,Texas A&M,12.0,6.81
3,South Carolina,Arkansas,12.0,16.84
4,South Carolina,Georgia,12.0,130.81
10,South Carolina,Missouri,12.0,46.62
5,South Carolina,Charlotte,13.0,45.54
2,South Carolina,Georgia State,13.0,8.92
7,South Carolina,Kentucky,13.0,16.75
6,South Carolina,South Carolina State,13.0,7.73
9,South Carolina,Texas A&M,13.0,4.72
3,South Carolina,Arkansas,13.0,20.36
4,South Carolina,Georgia,13.0,140.39
10,South Carolina,Missouri,13.0,53.02
5,South Carolina,Charlotte,14.0,40.04
2,South Carolina,Georgia State,14.0,6.65
7,South Carolina,Kentucky,14.0,13.46
6,South Carolina,South Carolina State,14.0,5.8
9,South Carolina,Texas A&M,14.0,3.01
3,South Carolina,Arkansas,14.0,24.22
4,South Carolina,Georgia,14.0,150.31
10,South Carolina,Missouri,14.0,59.83
5,South Carolina,Charlotte,15.0,34.89
2,South Carolina,Georgia State,15.0,4.72
7,South Carolina,Kentucky,15.0,10.54
6,South Carolina,South Carolina State,15.0,4.15
9,South Carolina,Texas A&M,15.0,1.68
3,South Carolina,Arkansas,15.0,28.41
4,South Carolina,Georgia,15.0,160.56
10,South Carolina,Missouri,15.0,67.05
5,South Carolina,Charlotte,16.0,30.09
2,South Carolina,Georgia State,16.0,3.12
7,South Carolina,Kentucky,16.0,7.97
6,South Carolina,South Carolina State,16.0,2.77
9,South Carolina,Texas A&M,16.0,0.74
3,South Carolina,Arkansas,16.0,32.93
4,South Carolina,Georgia,16.0,171.16
10,South Carolina,Missouri,16.0,74.68
5,South Carolina,Charlotte,17.0,25.65
2,South Carolina,Georgia State,17.0,1.85
7,South Carolina,Kentucky,17.0,5.76
6,South Carolina,South Carolina State,17.0,1.67
9,South Carolina,Texas A&M,17.0,0.18
3,South Carolina,Arkansas,17.0,37.79
4,South Carolina,Georgia,17.0,182.09
10,South Carolina,Missouri,17.0,82.73
5,South Carolina,Charlotte,18.0,21.56
2,South Carolina,Georgia State,18.0,0.91
7,South Carolina,Kentucky,18.0,3.91
6,South Carolina,South Carolina State,18.0,0.85
9,South Carolina,Texas A&M,18.0,0.0
3,South Carolina,Arkansas,18.0,42.98
4,South Carolina,Georgia,18.0,193.37
10,South Carolina,Missouri,18.0,91.18
10,Southern California,Arizona,15.0,0.9
6,Southern California,Arizona State,15.0,1.95
4,Southern California,Fresno State,15.0,27.39
5,Southern California,Oregon State,15.0,0.35
2,Southern California,Rice,15.0,153.6
3,Southern California,Stanford,15.0,6.27
7,Southern California,Washington State,15.0,17.71
8,Southern California,Utah,15.0,0.02
10,Southern California,Arizona,16.0,0.25
6,Southern California,Arizona State,16.0,0.96
4,Southern California,Fresno State,16.0,23.26
5,Southern California,Oregon State,16.0,1.01
2,Southern California,Rice,16.0,143.69
3,Southern California,Stanford,16.0,4.39
7,Southern California,Washington State,16.0,14.33
8,Southern California,Utah,16.0,0.09
10,Southern California,Arizona,17.0,0.0
6,Southern California,Arizona State,17.0,0.31
4,Southern California,Fresno State,17.0,19.46
5,Southern California,Oregon State,17.0,2.02
2,Southern California,Rice,17.0,134.12
3,Southern California,Stanford,17.0,2.85
7,Southern California,Washington State,17.0,11.31
8,Southern California,Utah,17.0,0.52
10,Southern California,Arizona,18.0,0.17
6,Southern California,Arizona State,18.0,0.02
4,Southern California,Fresno State,18.0,16.0
5,Southern California,Oregon State,18.0,3.36
2,Southern California,Rice,18.0,124.87
3,Southern California,Stanford,18.0,1.63
7,Southern California,Washington State,18.0,8.64
8,Southern California,Utah,18.0,1.33
10,Southern California,Arizona,19.0,0.75
6,Southern California,Arizona State,19.0,0.08
4,Southern California,Fresno State,19.0,12.88
5,Southern California,Oregon State,19.0,5.06
2,Southern California,Rice,19.0,115.96
3,Southern California,Stanford,19.0,0.76
7,Southern California,Washington State,19.0,6.33
8,Southern California,Utah,19.0,2.5
10,Southern California,Arizona,20.0,1.73
6,Southern California,Arizona State,20.0,0.48
4,Southern California,Fresno State,20.0,10.09
5,Southern California,Oregon State,20.0,7.09
2,Southern California,Rice,20.0,107.37
3,Southern California,Stanford,20.0,0.21
7,Southern California,Washington State,20.0,4.38
8,Southern California,Utah,20.0,4.04
10,Southern California,Arizona,21.0,3.13
6,Southern California,Arizona State,21.0,1.24
4,Southern California,Fresno State,21.0,7.65
5,Southern California,Oregon State,21.0,9.47
2,Southern California,Rice,21.0,99.12
3,Southern California,Stanford,21.0,0.0
7,Southern California,Washington State,21.0,2.79
8,Southern California,Utah,21.0,5.95
10,Southern California,Arizona,22.0,4.95
6,Southern California,Arizona State,22.0,2.35
4,Southern California,Fresno State,22.0,5.54
5,Southern California,Oregon State,22.0,12.2
2,Southern California,Rice,22.0,91.19
3,Southern California,Stanford,22.0,0.13
7,Southern California,Washington State,22.0,1.55
8,Southern California,Utah,22.0,8.23
10,Southern California,Arizona,23.0,7.17
6,Southern California,Arizona State,23.0,3.81
4,Southern California,Fresno State,23.0,3.77
5,Southern California,Oregon State,23.0,15.27
2,Southern California,Rice,23.0,83.6
3,Southern California,Stanford,23.0,0.59
7,Southern California,Washington State,23.0,0.68
8,Southern California,Utah,23.0,10.88
10,Southern California,Arizona,24.0,9.8
6,Southern California,Arizona State,24.0,5.61
4,Southern California,Fresno State,24.0,2.34
5,Southern California,Oregon State,24.0,18.68
2,Southern California,Rice,24.0,76.33
3,Southern California,Stanford,24.0,1.38
7,Southern California,Washington State,24.0,0.16
8,Southern California,Utah,24.0,13.89
10,Southern California,Arizona,25.0,12.85
6,Southern California,Arizona State,25.0,7.77
4,Southern California,Fresno State,25.0,1.25
5,Southern California,Oregon State,25.0,22.43
2,Southern California,Rice,25.0,69.4
3,Southern California,Stanford,25.0,2.5
7,Southern California,Washington State,25.0,0.0
8,Southern California,Utah,25.0,17.28
10,Southern California,Arizona,26.0,16.3
6,Southern California,Arizona State,26.0,10.28
4,Southern California,Fresno State,26.0,0.5
5,Southern California,Oregon State,26.0,26.53
2,Southern California,Rice,26.0,62.8
3,Southern California,Stanford,26.0,3.96
7,Southern California,Washington State,26.0,0.2
8,Southern California,Utah,26.0,21.03
10,Southern California,Arizona,27.0,20.17
6,Southern California,Arizona State,27.0,13.14
4,Southern California,Fresno State,27.0,0.09
5,Southern California,Oregon State,27.0,30.98
2,Southern California,Rice,27.0,56.52
3,Southern California,Stanford,27.0,5.76
7,Southern California,Washington State,27.0,0.75
8,Southern California,Utah,27.0,25.15
10,Southern California,Arizona,28.0,24.45
6,Southern California,Arizona State,28.0,16.34
4,Southern California,Fresno State,28.0,0.01
5,Southern California,Oregon State,28.0,35.76
2,Southern California,Rice,28.0,50.58
3,Southern California,Stanford,28.0,7.89
7,Southern California,Washington State,28.0,1.67
8,Southern California,Utah,28.0,29.64
10,Southern California,Arizona,29.0,29.14
6,Southern California,Arizona State,29.0,19.9
4,Southern California,Fresno State,29.0,0.28
5,Southern California,Oregon State,29.0,40.89
2,Southern California,Rice,29.0,44.96
3,Southern California,Stanford,29.0,10.35
7,Southern California,Washington State,29.0,2.94
8,Southern California,Utah,29.0,34.5
10,Southern California,Arizona,30.0,34.24
6,Southern California,Arizona State,30.0,23.81
4,Southern California,Fresno State,30.0,0.88
5,Southern California,Oregon State,30.0,46.37
2,Southern California,Rice,30.0,39.68
3,Southern California,Stanford,30.0,13.15
7,Southern California,Washington State,30.0,4.57
8,Southern California,Utah,30.0,39.73
3,Southern Methodist,Lamar,7.0,44.79
8,Southern Methodist,Navy,7.0,3.73
2,Southern Methodist,North Texas,7.0,281.45
10,Southern Methodist,Tulsa,7.0,32.83
7,Southern Methodist,Central Florida,7.0,15.73
9,Southern Methodist,Cincinnati,7.0,0.02
4,Southern Methodist,Maryland,7.0,1.58
5,Southern Methodist,Texas Christian,7.0,2.27
3,Southern Methodist,Lamar,8.0,40.17
8,Southern Methodist,Navy,8.0,2.26
2,Southern Methodist,North Texas,8.0,267.78
10,Southern Methodist,Tulsa,8.0,27.84
7,Southern Methodist,Central Florida,8.0,19.26
9,Southern Methodist,Cincinnati,8.0,0.09
4,Southern Methodist,Maryland,8.0,0.71
5,Southern Methodist,Texas Christian,8.0,3.7
3,Southern Methodist,Lamar,9.0,35.81
8,Southern Methodist,Navy,9.0,1.15
2,Southern Methodist,North Texas,9.0,254.45
10,Southern Methodist,Tulsa,9.0,23.26
7,Southern Methodist,Central Florida,9.0,23.15
9,Southern Methodist,Cincinnati,9.0,0.53
4,Southern Methodist,Maryland,9.0,0.19
5,Southern Methodist,Texas Christian,9.0,5.46
3,Southern Methodist,Lamar,10.0,31.7
8,Southern Methodist,Navy,10.0,0.41
2,Southern Methodist,North Texas,10.0,241.46
10,Southern Methodist,Tulsa,10.0,19.09
7,Southern Methodist,Central Florida,10.0,27.41
9,Southern Methodist,Cincinnati,10.0,1.36
4,Southern Methodist,Maryland,10.0,0.0
5,Southern Methodist,Texas Christian,10.0,7.57
3,Southern Methodist,Lamar,11.0,27.84
8,Southern Methodist,Navy,11.0,0.05
2,Southern Methodist,North Texas,11.0,228.81
10,Southern Methodist,Tulsa,11.0,15.33
7,Southern Methodist,Central Florida,11.0,32.01
9,Southern Methodist,Cincinnati,11.0,2.58
4,Southern Methodist,Maryland,11.0,0.15
5,Southern Methodist,Texas Christian,11.0,10.03
3,Southern Methodist,Lamar,12.0,24.23
8,Southern Methodist,Navy,12.0,0.05
2,Southern Methodist,North Texas,12.0,216.5
10,Southern Methodist,Tulsa,12.0,11.99
7,Southern Methodist,Central Florida,12.0,36.98
9,Southern Methodist,Cincinnati,12.0,4.18
4,Southern Methodist,Maryland,12.0,0.64
5,Southern Methodist,Texas Christian,12.0,12.82
3,Southern Methodist,Lamar,13.0,20.87
8,Southern Methodist,Navy,13.0,0.41
2,Southern Methodist,North Texas,13.0,204.54
10,Southern Methodist,Tulsa,13.0,9.05
7,Southern Methodist,Central Florida,13.0,42.31
9,Southern Methodist,Cincinnati,13.0,6.16
4,Southern Methodist,Maryland,13.0,1.47
5,Southern Methodist,Texas Christian,13.0,15.97
3,Southern Methodist,Lamar,14.0,17.76
8,Southern Methodist,Navy,14.0,1.15
2,Southern Methodist,North Texas,14.0,192.91
10,Southern Methodist,Tulsa,14.0,6.53
7,Southern Methodist,Central Florida,14.0,47.99
9,Southern Methodist,Cincinnati,14.0,8.53
4,Southern Methodist,Maryland,14.0,2.64
5,Southern Methodist,Texas Christian,14.0,19.45
3,Southern Methodist,Lamar,15.0,14.91
8,Southern Methodist,Navy,15.0,2.26
2,Southern Methodist,North Texas,15.0,181.62
10,Southern Methodist,Tulsa,15.0,4.42
7,Southern Methodist,Central Florida,15.0,54.03
9,Southern Methodist,Cincinnati,15.0,11.28
4,Southern Methodist,Maryland,15.0,4.14
5,Southern Methodist,Texas Christian,15.0,23.28
3,Southern Methodist,Lamar,16.0,12.3
8,Southern Methodist,Navy,16.0,3.73
2,Southern Methodist,North Texas,16.0,170.67
10,Southern Methodist,Tulsa,16.0,2.72
7,Southern Methodist,Central Florida,16.0,60.43
9,Southern Methodist,Cincinnati,16.0,14.41
4,Southern Methodist,Maryland,16.0,5.99
5,Southern Methodist,Texas Christian,16.0,27.45
3,Southern Methodist,Lamar,17.0,9.94
8,Southern Methodist,Navy,17.0,5.57
2,Southern Methodist,North Texas,17.0,160.06
10,Southern Methodist,Tulsa,17.0,1.43
7,Southern Methodist,Central Florida,17.0,67.19
9,Southern Methodist,Cincinnati,17.0,17.93
4,Southern Methodist,Maryland,17.0,8.17
5,Southern Methodist,Texas Christian,17.0,31.97
3,Southern Methodist,Lamar,18.0,7.83
8,Southern Methodist,Navy,18.0,7.78
2,Southern Methodist,North Texas,18.0,149.8
10,Southern Methodist,Tulsa,18.0,0.55
7,Southern Methodist,Central Florida,18.0,74.3
9,Southern Methodist,Cincinnati,18.0,21.83
4,Southern Methodist,Maryland,18.0,10.69
5,Southern Methodist,Texas Christian,18.0,36.83
3,Southern Methodist,Lamar,19.0,5.98
8,Southern Methodist,Navy,19.0,10.36
2,Southern Methodist,North Texas,19.0,139.87
10,Southern Methodist,Tulsa,19.0,0.08
7,Southern Methodist,Central Florida,19.0,81.77
9,Southern Methodist,Cincinnati,19.0,26.12
4,Southern Methodist,Maryland,19.0,13.55
5,Southern Methodist,Texas Christian,19.0,42.03
3,Southern Methodist,Lamar,20.0,4.37
8,Southern Methodist,Navy,20.0,13.31
2,Southern Methodist,North Texas,20.0,130.28
10,Southern Methodist,Tulsa,20.0,0.03
7,Southern Methodist,Central Florida,20.0,89.6
9,Southern Methodist,Cincinnati,20.0,30.78
4,Southern Methodist,Maryland,20.0,16.75
5,Southern Methodist,Texas Christian,20.0,47.58
3,Southern Methodist,Lamar,21.0,3.02
8,Southern Methodist,Navy,21.0,16.63
2,Southern Methodist,North Texas,21.0,121.04
10,Southern Methodist,Tulsa,21.0,0.38
7,Southern Methodist,Central Florida,21.0,97.79
9,Southern Methodist,Cincinnati,21.0,35.84
4,Southern Methodist,Maryland,21.0,20.28
5,Southern Methodist,Texas Christian,21.0,53.47
3,Southern Methodist,Lamar,22.0,1.91
8,Southern Methodist,Navy,22.0,20.31
2,Southern Methodist,North Texas,22.0,112.13
10,Southern Methodist,Tulsa,22.0,1.15
7,Southern Methodist,Central Florida,22.0,106.34
9,Southern Methodist,Cincinnati,22.0,41.27
4,Southern Methodist,Maryland,22.0,24.16
5,Southern Methodist,Texas Christian,22.0,59.71
9,Stanford,Arizona State,-6.0,13.34
2,Stanford,Colgate,-6.0,66.41
8,Stanford,Notre Dame,-6.0,104.62
6,Stanford,Oregon,-6.0,1.83
7,Stanford,Oregon State,-6.0,16.22
3,Stanford,Southern California,-6.0,3.87
10,Stanford,UCLA,-6.0,8.6
5,Stanford,Washington,-6.0,1.44
9,Stanford,Arizona State,-5.0,10.33
2,Stanford,Colgate,-5.0,60.65
8,Stanford,Notre Dame,-5.0,96.03
6,Stanford,Oregon,-5.0,0.88
7,Stanford,Oregon State,-5.0,12.99
3,Stanford,Southern California,-5.0,2.43
10,Stanford,UCLA,-5.0,11.46
5,Stanford,Washington,-5.0,0.61
9,Stanford,Arizona State,-4.0,7.71
2,Stanford,Colgate,-4.0,55.15
8,Stanford,Notre Dame,-4.0,87.8
6,Stanford,Oregon,-4.0,0.27
7,Stanford,Oregon State,-4.0,10.12
3,Stanford,Southern California,-4.0,1.32
10,Stanford,UCLA,-4.0,14.74
5,Stanford,Washington,-4.0,0.14
9,Stanford,Arizona State,-3.0,5.47
2,Stanford,Colgate,-3.0,49.92
8,Stanford,Notre Dame,-3.0,79.94
6,Stanford,Oregon,-3.0,0.01
7,Stanford,Oregon State,-3.0,7.61
3,Stanford,Southern California,-3.0,0.55
10,Stanford,UCLA,-3.0,18.42
5,Stanford,Washington,-3.0,0.0
9,Stanford,Arizona State,-2.0,3.61
2,Stanford,Colgate,-2.0,44.94
8,Stanford,Notre Dame,-2.0,72.45
6,Stanford,Oregon,-2.0,0.1
7,Stanford,Oregon State,-2.0,5.45
3,Stanford,Southern California,-2.0,0.11
10,Stanford,UCLA,-2.0,22.52
5,Stanford,Washington,-2.0,0.21
9,Stanford,Arizona State,-1.0,2.14
2,Stanford,Colgate,-1.0,40.23
8,Stanford,Notre Dame,-1.0,65.33
6,Stanford,Oregon,-1.0,0.54
7,Stanford,Oregon State,-1.0,3.65
3,Stanford,Southern California,-1.0,0.01
10,Stanford,UCLA,-1.0,27.03
5,Stanford,Washington,-1.0,0.76
9,Stanford,Arizona State,0.0,1.05
2,Stanford,Colgate,0.0,35.78
8,Stanford,Notre Dame,0.0,58.57
6,Stanford,Oregon,0.0,1.34
7,Stanford,Oregon State,0.0,2.22
3,Stanford,Southern California,0.0,0.24
10,Stanford,UCLA,0.0,31.95
5,Stanford,Washington,0.0,1.66
9,Stanford,Arizona State,1.0,0.34
2,Stanford,Colgate,1.0,31.59
8,Stanford,Notre Dame,1.0,52.19
6,Stanford,Oregon,1.0,2.48
7,Stanford,Oregon State,1.0,1.14
3,Stanford,Southern California,1.0,0.8
10,Stanford,UCLA,1.0,37.29
5,Stanford,Washington,1.0,2.9
9,Stanford,Arizona State,2.0,0.02
2,Stanford,Colgate,2.0,27.66
8,Stanford,Notre Dame,2.0,46.17
6,Stanford,Oregon,2.0,3.97
7,Stanford,Oregon State,2.0,0.41
3,Stanford,Southern California,2.0,1.7
10,Stanford,UCLA,2.0,43.03
5,Stanford,Washington,2.0,4.49
9,Stanford,Arizona State,3.0,0.08
2,Stanford,Colgate,3.0,23.99
8,Stanford,Notre Dame,3.0,40.52
6,Stanford,Oregon,3.0,5.81
7,Stanford,Oregon State,3.0,0.05
3,Stanford,Southern California,3.0,2.93
10,Stanford,UCLA,3.0,49.18
5,Stanford,Washington,3.0,6.41
9,Stanford,Arizona State,4.0,0.53
2,Stanford,Colgate,4.0,20.58
8,Stanford,Notre Dame,4.0,35.24
6,Stanford,Oregon,4.0,8.01
7,Stanford,Oregon State,4.0,0.04
3,Stanford,Southern California,4.0,4.49
10,Stanford,UCLA,4.0,55.75
5,Stanford,Washington,4.0,8.69
9,Stanford,Arizona State,5.0,1.36
2,Stanford,Colgate,5.0,17.43
8,Stanford,Notre Dame,5.0,30.33
6,Stanford,Oregon,5.0,10.55
7,Stanford,Oregon State,5.0,0.39
3,Stanford,Southern California,5.0,6.39
10,Stanford,UCLA,5.0,62.73
5,Stanford,Washington,5.0,11.3
9,Stanford,Arizona State,6.0,2.57
2,Stanford,Colgate,6.0,14.55
8,Stanford,Notre Dame,6.0,25.79
6,Stanford,Oregon,6.0,13.44
7,Stanford,Oregon State,6.0,1.1
3,Stanford,Southern California,6.0,8.63
10,Stanford,UCLA,6.0,70.12
5,Stanford,Washington,6.0,14.26
9,Stanford,Arizona State,7.0,4.17
2,Stanford,Colgate,7.0,11.92
8,Stanford,Notre Dame,7.0,21.61
6,Stanford,Oregon,7.0,16.68
7,Stanford,Oregon State,7.0,2.17
3,Stanford,Southern California,7.0,11.19
10,Stanford,UCLA,7.0,77.92
5,Stanford,Washington,7.0,17.57
9,Stanford,Arizona State,8.0,6.15
2,Stanford,Colgate,8.0,9.56
8,Stanford,Notre Dame,8.0,17.8
6,Stanford,Oregon,8.0,20.28
7,Stanford,Oregon State,8.0,3.6
3,Stanford,Southern California,8.0,14.1
10,Stanford,UCLA,8.0,86.13
5,Stanford,Washington,8.0,21.21
9,Stanford,Arizona State,9.0,8.52
2,Stanford,Colgate,9.0,7.45
8,Stanford,Notre Dame,9.0,14.37
6,Stanford,Oregon,9.0,24.22
7,Stanford,Oregon State,9.0,5.38
3,Stanford,Southern California,9.0,17.33
10,Stanford,UCLA,9.0,94.75
5,Stanford,Washington,9.0,25.2
3,Syracuse,Connecticut,6.0,96.79
2,Syracuse,Louisville,6.0,146.04
8,Syracuse,North Carolina State,6.0,25.09
4,Syracuse,Purdue,6.0,6.41
5,Syracuse,Virginia,6.0,0.0
6,Syracuse,Wagner,6.0,15.76
9,Syracuse,Clemson,6.0,0.5
10,Syracuse,Notre Dame,6.0,35.98
3,Syracuse,Connecticut,7.0,88.8
2,Syracuse,Louisville,7.0,136.38
8,Syracuse,North Carolina State,7.0,20.97
4,Syracuse,Purdue,7.0,4.49
5,Syracuse,Virginia,7.0,0.16
6,Syracuse,Wagner,7.0,12.95
9,Syracuse,Clemson,7.0,0.07
10,Syracuse,Notre Dame,7.0,41.62
3,Syracuse,Connecticut,8.0,81.15
2,Syracuse,Louisville,8.0,127.06
8,Syracuse,North Carolina State,8.0,17.23
4,Syracuse,Purdue,8.0,2.92
5,Syracuse,Virginia,8.0,0.66
6,Syracuse,Wagner,8.0,10.41
9,Syracuse,Clemson,8.0,0.03
10,Syracuse,Notre Dame,8.0,47.68
3,Syracuse,Connecticut,9.0,73.85
2,Syracuse,Louisville,9.0,118.07
8,Syracuse,North Carolina State,9.0,13.85
4,Syracuse,Purdue,9.0,1.68
5,Syracuse,Virginia,9.0,1.5
6,Syracuse,Wagner,9.0,8.15
9,Syracuse,Clemson,9.0,0.37
10,Syracuse,Notre Dame,9.0,54.14
3,Syracuse,Connecticut,10.0,66.89
2,Syracuse,Louisville,10.0,109.4
8,Syracuse,North Carolina State,10.0,10.84
4,Syracuse,Purdue,10.0,0.78
5,Syracuse,Virginia,10.0,2.69
6,Syracuse,Wagner,10.0,6.16
9,Syracuse,Clemson,10.0,1.09
10,Syracuse,Notre Dame,10.0,61.02
3,Syracuse,Connecticut,11.0,60.28
2,Syracuse,Louisville,11.0,101.07
8,Syracuse,North Carolina State,11.0,8.19
4,Syracuse,Purdue,11.0,0.23
5,Syracuse,Virginia,11.0,4.22
6,Syracuse,Wagner,11.0,4.45
9,Syracuse,Clemson,11.0,2.19
10,Syracuse,Notre Dame,11.0,68.31
3,Syracuse,Connecticut,12.0,54.01
2,Syracuse,Louisville,12.0,93.06
8,Syracuse,North Carolina State,12.0,5.92
4,Syracuse,Purdue,12.0,0.0
5,Syracuse,Virginia,12.0,6.1
6,Syracuse,Wagner,12.0,3.02
9,Syracuse,Clemson,12.0,3.68
10,Syracuse,Notre Dame,12.0,76.02
3,Syracuse,Connecticut,13.0,48.08
2,Syracuse,Louisville,13.0,85.39
8,Syracuse,North Carolina State,13.0,4.02
4,Syracuse,Purdue,13.0,0.12
5,Syracuse,Virginia,13.0,8.32
6,Syracuse,Wagner,13.0,1.87
9,Syracuse,Clemson,13.0,5.56
10,Syracuse,Notre Dame,13.0,84.13
3,Syracuse,Connecticut,14.0,42.5
2,Syracuse,Louisville,14.0,78.05
8,Syracuse,North Carolina State,14.0,2.48
4,Syracuse,Purdue,14.0,0.58
5,Syracuse,Virginia,14.0,10.88
6,Syracuse,Wagner,14.0,0.99
9,Syracuse,Clemson,14.0,7.82
10,Syracuse,Notre Dame,14.0,92.65
3,Syracuse,Connecticut,15.0,37.26
2,Syracuse,Louisville,15.0,71.03
8,Syracuse,North Carolina State,15.0,1.31
4,Syracuse,Purdue,15.0,1.37
5,Syracuse,Virginia,15.0,13.79
6,Syracuse,Wagner,15.0,0.39
9,Syracuse,Clemson,15.0,10.46
10,Syracuse,Notre Dame,15.0,101.59
3,Syracuse,Connecticut,16.0,32.37
2,Syracuse,Louisville,16.0,64.35
8,Syracuse,North Carolina State,16.0,0.51
4,Syracuse,Purdue,16.0,2.5
5,Syracuse,Virginia,16.0,17.04
6,Syracuse,Wagner,16.0,0.06
9,Syracuse,Clemson,16.0,13.48
10,Syracuse,Notre Dame,16.0,110.93
3,Syracuse,Connecticut,17.0,27.82
2,Syracuse,Louisville,17.0,58.0
8,Syracuse,North Carolina State,17.0,0.08
4,Syracuse,Purdue,17.0,3.98
5,Syracuse,Virginia,17.0,20.64
6,Syracuse,Wagner,17.0,0.01
9,Syracuse,Clemson,17.0,16.89
10,Syracuse,Notre Dame,17.0,120.69
3,Syracuse,Connecticut,18.0,23.61
2,Syracuse,Louisville,18.0,51.97
8,Syracuse,North Carolina State,18.0,0.02
4,Syracuse,Purdue,18.0,5.79
5,Syracuse,Virginia,18.0,24.57
6,Syracuse,Wagner,18.0,0.24
9,Syracuse,Clemson,18.0,20.68
10,Syracuse,Notre Dame,18.0,130.86
3,Syracuse,Connecticut,19.0,19.75
2,Syracuse,Louisville,19.0,46.28
8,Syracuse,North Carolina State,19.0,0.33
4,Syracuse,Purdue,19.0,7.94
5,Syracuse,Virginia,19.0,28.86
6,Syracuse,Wagner,19.0,0.75
9,Syracuse,Clemson,19.0,24.86
10,Syracuse,Notre Dame,19.0,141.44
3,Syracuse,Connecticut,20.0,16.24
2,Syracuse,Louisville,20.0,40.92
8,Syracuse,North Carolina State,20.0,1.0
4,Syracuse,Purdue,20.0,10.42
5,Syracuse,Virginia,20.0,33.48
6,Syracuse,Wagner,20.0,1.53
9,Syracuse,Clemson,20.0,29.42
10,Syracuse,Notre Dame,20.0,152.43
3,Syracuse,Connecticut,21.0,13.07
2,Syracuse,Louisville,21.0,35.89
8,Syracuse,North Carolina State,21.0,2.04
4,Syracuse,Purdue,21.0,13.25
5,Syracuse,Virginia,21.0,38.45
6,Syracuse,Wagner,21.0,2.59
9,Syracuse,Clemson,21.0,34.36
10,Syracuse,Notre Dame,21.0,163.83
8,Texas,Iowa State,18.0,1.5
2,Texas,Louisiana-Monroe,18.0,63.27
7,Texas,Oklahoma,18.0,358.93
4,Texas,Texas-San Antonio,18.0,2.86
6,Texas,West Virginia,18.0,9.99
3,Texas,Alabama,18.0,9.21
9,Texas,Oklahoma State,18.0,29.27
5,Texas,Texas Tech,18.0,4.5
8,Texas,Iowa State,19.0,0.63
2,Texas,Louisiana-Monroe,19.0,56.97
